fold,seed,condition,checkpoint_sha256,spearman,max_abs_diff,randomization_or_state,status
3,42,weight_randomization,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,0.0684854895378,,all_trainable_weights_reinitialized,COMPLETE
3,43,weight_randomization,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,0.0644531827586,,all_trainable_weights_reinitialized,COMPLETE
3,44,weight_randomization,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,0.0561243836269,,all_trainable_weights_reinitialized,COMPLETE
4,42,weight_randomization,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,0.0920129630695,,all_trainable_weights_reinitialized,COMPLETE
4,43,weight_randomization,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,0.0405999394106,,all_trainable_weights_reinitialized,COMPLETE
4,44,weight_randomization,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,0.0289582192181,,all_trainable_weights_reinitialized,COMPLETE
5,42,weight_randomization,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,0.0315993821461,,all_trainable_weights_reinitialized,COMPLETE
5,43,weight_randomization,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,0.0478709789215,,all_trainable_weights_reinitialized,COMPLETE
5,44,weight_randomization,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,0.0657585523021,,all_trainable_weights_reinitialized,COMPLETE
6,42,weight_randomization,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,0.025400406631,,all_trainable_weights_reinitialized,COMPLETE
6,43,weight_randomization,a24422c4220653ce48f2c36e6a4380ad38e49faf07605b9c7c95f8809a498d1f,0.0303896412194,,all_trainable_weights_reinitialized,COMPLETE
6,44,weight_randomization,6a6a4e5a7e6995feb81b6a05659334da76f0c4332c7ba7a0cba1395393cd17fb,0.0580841337972,,all_trainable_weights_reinitialized,COMPLETE
7,42,weight_randomization,76a12eebc52f94e8773d2b74e159f71bb335825bdda105c59175de51405db129,0.114763633698,,all_trainable_weights_reinitialized,COMPLETE
7,43,weight_randomization,15c346b625fc4d27a3dc0ad2dd6f77136c46e08a7fe0691c50112a242def355d,0.0497569521183,,all_trainable_weights_reinitialized,COMPLETE
7,44,weight_randomization,22554bbe39b3eb4024c43911261752b25ae95524a435aa753e54e48192f8086f,0.0480658719887,,all_trainable_weights_reinitialized,COMPLETE
8,42,weight_randomization,7d522cbb688f8d3e77153d2194ac0ce4dde013cc2b79bb1364f64d20c14badbf,0.0533957634491,,all_trainable_weights_reinitialized,COMPLETE
8,43,weight_randomization,2e0f775e8fc79bae1890ad3025f20deb84984aaec3abfc2ace41fee7c013985f,0.066767767485,,all_trainable_weights_reinitialized,COMPLETE
8,44,weight_randomization,f38c58669fd8eae6a215b9ce9eb81d3584ef64457bbe34ec6a069ea0fd5a2bf5,0.0497137093042,,all_trainable_weights_reinitialized,COMPLETE
9,42,weight_randomization,53eb3779a25b52782c7394b4a7a8d18ebd8931efeca82a5d73f2b5fd48686aec,0.0434028783116,,all_trainable_weights_reinitialized,COMPLETE
9,43,weight_randomization,8dda122b3e25ac6c5c81fd836f70b51ba072e83e89890f44a1e6fb09d5669b57,0.01331242453,,all_trainable_weights_reinitialized,COMPLETE
9,44,weight_randomization,e7acd985abfed2ebdab09574e60423bb27d1b653f520d56ac28c8fbbf11e79b8,0.0159594261535,,all_trainable_weights_reinitialized,COMPLETE
0,42,label_randomization,c6b82995af9e828ff6bdcf73a17a1da16df300e4de894f92fc56f2bc5a18257d,0.0230063345831,,canonical outer-train state frozen for coordinate matching,COMPLETE
0,43,label_randomization,1b82785b4cb27ade1ed8ff25690130802021acc701c66fe1824d196b70486309,0.0299048311736,,canonical outer-train state frozen for coordinate matching,COMPLETE
0,44,label_randomization,b9fa444085688702a2470868c86b3ea3d6927308f4244a07682f43de28d24159,-0.00646071293325,,canonical outer-train state frozen for coordinate matching,COMPLETE
1,42,label_randomization,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,0.0310719800875,,canonical outer-train state frozen for coordinate matching,COMPLETE
1,43,label_randomization,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,0.0461054803727,,canonical outer-train state frozen for coordinate matching,COMPLETE
1,44,label_randomization,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,0.0368600973637,,canonical outer-train state frozen for coordinate matching,COMPLETE
2,42,label_randomization,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,0.0246363237846,,canonical outer-train state frozen for coordinate matching,COMPLETE
2,43,label_randomization,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,0.00447341538991,,canonical outer-train state frozen for coordinate matching,COMPLETE
2,44,label_randomization,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,0.0486587809324,,canonical outer-train state frozen for coordinate matching,COMPLETE
3,42,label_randomization,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,0.0485896923012,,canonical outer-train state frozen for coordinate matching,COMPLETE
3,43,label_randomization,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,0.0289646878597,,canonical outer-train state frozen for coordinate matching,COMPLETE
3,44,label_randomization,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,0.0251943685669,,canonical outer-train state frozen for coordinate matching,COMPLETE
4,42,label_randomization,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,0.277564740162,,canonical outer-train state frozen for coordinate matching,COMPLETE
4,43,label_randomization,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,0.00848718836504,,canonical outer-train state frozen for coordinate matching,COMPLETE
4,44,label_randomization,9dacea0ba8f28d0aca4b07baea756fbb1262c2e52819ffb6550ea176510956ea,0.0436742258178,,canonical outer-train state frozen for coordinate matching,COMPLETE
5,42,label_randomization,50a49aa4878b83e2a09c31a7ab4b90f4ea2bc056e2701eec5351644622e25085,0.0406099676761,,canonical outer-train state frozen for coordinate matching,COMPLETE
5,43,label_randomization,a0932561636770b05e3880c8befe5e5096d9acacf8496525571c03727c86139b,0.0579180054076,,canonical outer-train state frozen for coordinate matching,COMPLETE
5,44,label_randomization,1f272d0d421037bde3ba1f9f6267539e94659da209548fc70ac47d1587f2db7b,0.034041911215,,canonical outer-train state frozen for coordinate matching,COMPLETE
6,42,label_randomization,5c5df0dda5e48fdf8614837f053f4302a0230168508b4ec16bb6aacb1442167d,0.0454060500276,,canonical outer-train state frozen for coordinate matching,COMPLETE
6,43,label_randomization,a24422c4220653ce48f2c36e6a4380ad38e49faf07605b9c7c95f8809a498d1f,0.0109400837692,,canonical outer-train state frozen for coordinate matching,COMPLETE
6,44,label_randomization,6a6a4e5a7e6995feb81b6a05659334da76f0c4332c7ba7a0cba1395393cd17fb,0.0367621426048,,canonical outer-train state frozen for coordinate matching,COMPLETE
7,42,label_randomization,76a12eebc52f94e8773d2b74e159f71bb335825bdda105c59175de51405db129,0.271904450477,,canonical outer-train state frozen for coordinate matching,COMPLETE
7,43,label_randomization,15c346b625fc4d27a3dc0ad2dd6f77136c46e08a7fe0691c50112a242def355d,0.0455946950902,,canonical outer-train state frozen for coordinate matching,COMPLETE
7,44,label_randomization,22554bbe39b3eb4024c43911261752b25ae95524a435aa753e54e48192f8086f,0.0510860455041,,canonical outer-train state frozen for coordinate matching,COMPLETE
8,42,label_randomization,7d522cbb688f8d3e77153d2194ac0ce4dde013cc2b79bb1364f64d20c14badbf,0.0246682991014,,canonical outer-train state frozen for coordinate matching,COMPLETE
8,43,label_randomization,2e0f775e8fc79bae1890ad3025f20deb84984aaec3abfc2ace41fee7c013985f,0.0354262483549,,canonical outer-train state frozen for coordinate matching,COMPLETE
8,44,label_randomization,f38c58669fd8eae6a215b9ce9eb81d3584ef64457bbe34ec6a069ea0fd5a2bf5,0.0465052614431,,canonical outer-train state frozen for coordinate matching,COMPLETE
9,42,label_randomization,53eb3779a25b52782c7394b4a7a8d18ebd8931efeca82a5d73f2b5fd48686aec,0.0347980458653,,canonical outer-train state frozen for coordinate matching,COMPLETE
9,43,label_randomization,8dda122b3e25ac6c5c81fd836f70b51ba072e83e89890f44a1e6fb09d5669b57,0.0402368222917,,canonical outer-train state frozen for coordinate matching,COMPLETE
9,44,label_randomization,e7acd985abfed2ebdab09574e60423bb27d1b653f520d56ac28c8fbbf11e79b8,0.0577223507333,,canonical outer-train state frozen for coordinate matching,COMPLETE
