condition_key,fold,seed,method,removal_fraction,removal_label,n_removed,auc,accuracy,baseline_auc_same_fold_seed,delta_auc_vs_baseline,checkpoint_sha256,fixed_epoch,epochs_executed,runtime_seconds,ranking_scope,outer_test_used_for_ranking_or_training,retrained_baseline_max_abs_error_vs_checkpoint,ranking_sha256,condition_status,attribution_auc,random_auc,paired_difference
fold01__seed42__gradient_x_input__5pct,1,42,gradient_x_input,0.05,5%,249,0.764919564089,0.681818181818,0.774260508563,-0.00934094447327,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.3154189587,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.764919564089,0.757135443695,0.0077841203944
fold01__seed42__integrated_gradients__5pct,1,42,integrated_gradients,0.05,5%,249,0.784639335755,0.715909090909,0.774260508563,0.0103788271925,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.3024394512,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.784639335755,0.757135443695,0.0275038920602
fold01__seed42__random__5pct,1,42,random,0.05,5%,249,0.757135443695,0.670454545455,0.774260508563,-0.0171250648677,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.0250179768,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold01__seed42__gradient_x_input__10pct,1,42,gradient_x_input,0.1,10%,498,0.733783082512,0.625,0.774260508563,-0.0404774260509,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.1653447151,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.733783082512,0.720809548521,0.0129735339907
fold01__seed42__integrated_gradients__10pct,1,42,integrated_gradients,0.1,10%,498,0.714063310846,0.659090909091,0.774260508563,-0.0601971977167,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.2565188408,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.714063310846,0.720809548521,-0.00674623767514
fold01__seed42__random__10pct,1,42,random,0.1,10%,498,0.720809548521,0.681818181818,0.774260508563,-0.0534509600415,f254d9bde3e82aa227bcd381b19074c429f800392b01aa46243458a459bccd90,20,20,13.4644815922,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold01__seed43__unmodified_baseline__baseline,1,43,unmodified_baseline,,0%,0,0.733783082512,0.659090909091,0.733783082512,0,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.59728288651,not_applicable,False,4.74521088423e-07,,COMPLETE,,,
fold01__seed43__gradient_x_input__5pct,1,43,gradient_x_input,0.05,5%,249,0.766476388168,0.647727272727,0.733783082512,0.0326933056565,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.25883841515,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.766476388168,0.789309807992,-0.0228334198236
fold01__seed43__integrated_gradients__5pct,1,43,integrated_gradients,0.05,5%,249,0.76336274001,0.659090909091,0.733783082512,0.0295796574987,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.20637392998,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.76336274001,0.789309807992,-0.0259470679813
fold01__seed43__random__5pct,1,43,random,0.05,5%,249,0.789309807992,0.681818181818,0.733783082512,0.05552672548,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.27463340759,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold01__seed43__gradient_x_input__10pct,1,43,gradient_x_input,0.1,10%,498,0.750908147379,0.670454545455,0.733783082512,0.0171250648677,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.4727871418,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.750908147379,0.759730150493,-0.00882200311365
fold01__seed43__integrated_gradients__10pct,1,43,integrated_gradients,0.1,10%,498,0.77737415672,0.670454545455,0.733783082512,0.0435910742086,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.26283550262,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.77737415672,0.759730150493,0.0176440062273
fold01__seed43__random__10pct,1,43,random,0.1,10%,498,0.759730150493,0.704545454545,0.733783082512,0.0259470679813,daad350e4ba72bd902ce5da989a6d00c62555e7175a29b181ff5a58435d34c27,10,10,6.62354326248,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold01__seed44__unmodified_baseline__baseline,1,44,unmodified_baseline,,0%,0,0.746237675143,0.693181818182,0.746237675143,0,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,44.2186043262,not_applicable,False,3.2543352585e-07,,COMPLETE,,,
fold01__seed44__gradient_x_input__5pct,1,44,gradient_x_input,0.05,5%,249,0.753502854177,0.681818181818,0.746237675143,0.00726517903477,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,45.739767313,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.753502854177,0.740529320187,0.0129735339907
fold01__seed44__integrated_gradients__5pct,1,44,integrated_gradients,0.05,5%,249,0.760768033212,0.738636363636,0.746237675143,0.0145303580695,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,48.5443301201,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.760768033212,0.740529320187,0.0202387130254
fold01__seed44__random__5pct,1,44,random,0.05,5%,249,0.740529320187,0.738636363636,0.746237675143,-0.00570835495589,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,48.9359385967,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold01__seed44__gradient_x_input__10pct,1,44,gradient_x_input,0.1,10%,498,0.770108977686,0.704545454545,0.746237675143,0.0238713025428,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,48.716524601,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.770108977686,0.700051894136,0.0700570835496
fold01__seed44__integrated_gradients__10pct,1,44,integrated_gradients,0.1,10%,498,0.7493513233,0.681818181818,0.746237675143,0.00311364815776,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,45.995374918,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,388d41909018d40785a09ac3cc555d8b801309869c20e4cff4c0b2baa39e25e9,COMPLETE,0.7493513233,0.700051894136,0.0492994291645
fold01__seed44__random__10pct,1,44,random,0.1,10%,498,0.700051894136,0.659090909091,0.746237675143,-0.0461857810067,8c2a0d5f1f4607863eb064965f614b519eb6b5831056f833907e035d762678d6,70,70,51.8022882938,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed42__unmodified_baseline__baseline,2,42,unmodified_baseline,,0%,0,0.717176959004,0.625,0.717176959004,0,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,8.87715125084,not_applicable,False,6.78290104861e-07,,COMPLETE,,,
fold02__seed42__gradient_x_input__5pct,2,42,gradient_x_input,0.05,5%,249,0.738453554748,0.647727272727,0.717176959004,0.0212765957447,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,9.00447630882,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.738453554748,0.669953295278,0.0685002594707
fold02__seed42__integrated_gradients__5pct,2,42,integrated_gradients,0.05,5%,249,0.717176959004,0.659090909091,0.717176959004,0,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,10.6370208263,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.717176959004,0.669953295278,0.047223663726
fold02__seed42__random__5pct,2,42,random,0.05,5%,249,0.669953295278,0.568181818182,0.717176959004,-0.047223663726,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,10.6725897789,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed42__gradient_x_input__10pct,2,42,gradient_x_input,0.1,10%,498,0.745199792423,0.670454545455,0.717176959004,0.0280228334198,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,10.353089571,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.745199792423,0.683964711988,0.0612350804359
fold02__seed42__integrated_gradients__10pct,2,42,integrated_gradients,0.1,10%,498,0.728593668915,0.647727272727,0.717176959004,0.0114167099118,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,10.6083512306,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.728593668915,0.683964711988,0.0446289569279
fold02__seed42__random__10pct,2,42,random,0.1,10%,498,0.683964711988,0.659090909091,0.717176959004,-0.0332122470161,ee55b4f6686c12d9acd4a9facb2dd6bd53b1a8e87fa32b4a0ee5aa4f79e10666,15,15,10.5168578625,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed43__unmodified_baseline__baseline,2,43,unmodified_baseline,,0%,0,0.768552153607,0.727272727273,0.768552153607,0,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,87.3032999039,not_applicable,False,1.47933856581e-07,,COMPLETE,,,
fold02__seed43__gradient_x_input__5pct,2,43,gradient_x_input,0.05,5%,249,0.740529320187,0.681818181818,0.768552153607,-0.0280228334198,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,86.7354483604,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.740529320187,0.741048261546,-0.000518941359626
fold02__seed43__integrated_gradients__5pct,2,43,integrated_gradients,0.05,5%,249,0.776336274001,0.693181818182,0.768552153607,0.0077841203944,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,92.7993512154,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.776336274001,0.741048261546,0.0352880124546
fold02__seed43__random__5pct,2,43,random,0.05,5%,249,0.741048261546,0.715909090909,0.768552153607,-0.0275038920602,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,89.9442124367,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed43__gradient_x_input__10pct,2,43,gradient_x_input,0.1,10%,498,0.754021795537,0.693181818182,0.768552153607,-0.0145303580695,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,88.770472765,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.754021795537,0.778930980799,-0.0249091852621
fold02__seed43__integrated_gradients__10pct,2,43,integrated_gradients,0.1,10%,498,0.750908147379,0.681818181818,0.768552153607,-0.0176440062273,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,87.2191035748,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.750908147379,0.778930980799,-0.0280228334198
fold02__seed43__random__10pct,2,43,random,0.1,10%,498,0.778930980799,0.704545454545,0.768552153607,0.0103788271925,331138cd4ebf1dd0d758f395a4d9fa9d34d7b88b5e1f727147e49ac23074bc59,135,135,88.6780064106,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed44__unmodified_baseline__baseline,2,44,unmodified_baseline,,0%,0,0.746756616502,0.670454545455,0.746756616502,0,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,85.9314923286,not_applicable,False,2.39774461619e-07,,COMPLETE,,,
fold02__seed44__gradient_x_input__5pct,2,44,gradient_x_input,0.05,5%,249,0.743642968345,0.670454545455,0.746756616502,-0.00311364815776,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,82.5542433262,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.743642968345,0.753502854177,-0.0098598858329
fold02__seed44__integrated_gradients__5pct,2,44,integrated_gradients,0.05,5%,249,0.759730150493,0.659090909091,0.746756616502,0.0129735339907,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,82.2345209122,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.759730150493,0.753502854177,0.00622729631552
fold02__seed44__random__5pct,2,44,random,0.05,5%,249,0.753502854177,0.681818181818,0.746756616502,0.00674623767514,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,87.4881196022,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold02__seed44__gradient_x_input__10pct,2,44,gradient_x_input,0.1,10%,498,0.770627919045,0.693181818182,0.746756616502,0.0238713025428,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,82.080915451,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.770627919045,0.746756616502,0.0238713025428
fold02__seed44__integrated_gradients__10pct,2,44,integrated_gradients,0.1,10%,498,0.779968863518,0.715909090909,0.746756616502,0.0332122470161,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,85.6075823307,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,5a851a06477c04c869c42b8a0f7eee1912a8046adbe54f8bf76b08af1a4be4e9,COMPLETE,0.779968863518,0.746756616502,0.0332122470161
fold02__seed44__random__10pct,2,44,random,0.1,10%,498,0.746756616502,0.693181818182,0.746756616502,1.11022302463e-16,fe1f50f30d3f91caa6a9a5bbf94c4794c58e05682f7a0888530de5bfbf1d9564,125,125,84.2477831841,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed42__unmodified_baseline__baseline,3,42,unmodified_baseline,,0%,0,0.757654385054,0.704545454545,0.757654385054,0,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,60.5859997272,not_applicable,False,3.54063814711e-07,,COMPLETE,,,
fold03__seed42__gradient_x_input__5pct,3,42,gradient_x_input,0.05,5%,249,0.746756616502,0.681818181818,0.757654385054,-0.0108977685522,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,56.8543045521,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.746756616502,0.73585884795,0.0108977685522
fold03__seed42__integrated_gradients__5pct,3,42,integrated_gradients,0.05,5%,249,0.760768033212,0.715909090909,0.757654385054,0.00311364815776,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,60.7671582699,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.760768033212,0.73585884795,0.0249091852621
fold03__seed42__random__5pct,3,42,random,0.05,5%,249,0.73585884795,0.693181818182,0.757654385054,-0.0217955371043,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,55.1410019398,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed42__gradient_x_input__10pct,3,42,gradient_x_input,0.1,10%,498,0.828230409964,0.75,0.757654385054,0.0705760249092,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,63.8788349628,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.828230409964,0.76336274001,0.0648676699533
fold03__seed42__integrated_gradients__10pct,3,42,integrated_gradients,0.1,10%,498,0.775817332641,0.727272727273,0.757654385054,0.0181629475869,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,55.2127726078,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.775817332641,0.76336274001,0.012454592631
fold03__seed42__random__10pct,3,42,random,0.1,10%,498,0.76336274001,0.704545454545,0.757654385054,0.00570835495589,0bbef3023ee595aa4e47c85a42754981e9d5c563d8b29c30a1f47ce9f9f0ceea,85,85,60.05814147,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed43__unmodified_baseline__baseline,3,43,unmodified_baseline,,0%,0,0.762324857291,0.704545454545,0.762324857291,0,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,60.143954277,not_applicable,False,2.21406128598e-07,,COMPLETE,,,
fold03__seed43__gradient_x_input__5pct,3,43,gradient_x_input,0.05,5%,249,0.780487804878,0.715909090909,0.762324857291,0.0181629475869,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,60.8734359741,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.780487804878,0.748313440581,0.0321743642968
fold03__seed43__integrated_gradients__5pct,3,43,integrated_gradients,0.05,5%,249,0.752983912818,0.693181818182,0.762324857291,-0.00934094447327,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,63.7361958027,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.752983912818,0.748313440581,0.00467047223664
fold03__seed43__random__5pct,3,43,random,0.05,5%,249,0.748313440581,0.681818181818,0.762324857291,-0.0140114167099,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,58.8755555153,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed43__gradient_x_input__10pct,3,43,gradient_x_input,0.1,10%,498,0.801764400623,0.727272727273,0.762324857291,0.0394395433316,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,67.898724556,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.801764400623,0.746237675143,0.05552672548
fold03__seed43__integrated_gradients__10pct,3,43,integrated_gradients,0.1,10%,498,0.816294758692,0.727272727273,0.762324857291,0.0539699014011,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,67.8370099068,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.816294758692,0.746237675143,0.0700570835496
fold03__seed43__random__10pct,3,43,random,0.1,10%,498,0.746237675143,0.75,0.762324857291,-0.0160871821484,4d0c17f03c1cb9cf9e573a4fddba5a2955861919d3a6b1b36e557fc08f7f02a9,90,90,67.4720535278,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed44__unmodified_baseline__baseline,3,44,unmodified_baseline,,0%,0,0.789828749351,0.727272727273,0.789828749351,0,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,75.0022218227,not_applicable,False,1.38887671586e-07,,COMPLETE,,,
fold03__seed44__gradient_x_input__5pct,3,44,gradient_x_input,0.05,5%,249,0.77737415672,0.738636363636,0.789828749351,-0.012454592631,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,73.2079031467,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.77737415672,0.770108977686,0.00726517903477
fold03__seed44__integrated_gradients__5pct,3,44,integrated_gradients,0.05,5%,249,0.787752983913,0.704545454545,0.789828749351,-0.00207576543851,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,77.6498858929,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.787752983913,0.770108977686,0.0176440062273
fold03__seed44__random__5pct,3,44,random,0.05,5%,249,0.770108977686,0.715909090909,0.789828749351,-0.0197197716658,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,75.3806040287,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold03__seed44__gradient_x_input__10pct,3,44,gradient_x_input,0.1,10%,498,0.766476388168,0.738636363636,0.789828749351,-0.0233523611832,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,72.2259964943,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.766476388168,0.773741567203,-0.00726517903477
fold03__seed44__integrated_gradients__10pct,3,44,integrated_gradients,0.1,10%,498,0.820965230929,0.761363636364,0.789828749351,0.0311364815776,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,77.0534658432,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,f7d50ac655da9710ecca12e9738919956611b7a11e0411dfe2544240048a5341,COMPLETE,0.820965230929,0.773741567203,0.047223663726
fold03__seed44__random__10pct,3,44,random,0.1,10%,498,0.773741567203,0.727272727273,0.789828749351,-0.0160871821484,1672b06ce28aa1081c6a66bc9469acb25a20a19c2fd27d9beaf880159efe192a,110,110,77.5118703842,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed42__unmodified_baseline__baseline,4,42,unmodified_baseline,,0%,0,0.659375,0.568181818182,0.659375,0,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.43804144859,not_applicable,False,2.59198753294e-07,,COMPLETE,,,
fold04__seed42__gradient_x_input__5pct,4,42,gradient_x_input,0.05,5%,249,0.634895833333,0.556818181818,0.659375,-0.0244791666667,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.30238604546,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.634895833333,0.6546875,-0.0197916666667
fold04__seed42__integrated_gradients__5pct,4,42,integrated_gradients,0.05,5%,249,0.636458333333,0.545454545455,0.659375,-0.0229166666667,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.2781867981,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.636458333333,0.6546875,-0.0182291666667
fold04__seed42__random__5pct,4,42,random,0.05,5%,249,0.6546875,0.613636363636,0.659375,-0.0046875,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.37384104729,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed42__gradient_x_input__10pct,4,42,gradient_x_input,0.1,10%,498,0.6375,0.568181818182,0.659375,-0.021875,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.82627511024,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.6375,0.645833333333,-0.00833333333333
fold04__seed42__integrated_gradients__10pct,4,42,integrated_gradients,0.1,10%,498,0.6328125,0.556818181818,0.659375,-0.0265625,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.55974388123,outer_train_only__three_canonical_seed_signed_mean_then_subject_mean_absolute,False,,1e3bc7cbc7ca6fadbe8a4d4621d6cc9b274f367bfe340c9911dba64b56f2111f,COMPLETE,0.6328125,0.645833333333,-0.0130208333333
fold04__seed42__random__10pct,4,42,random,0.1,10%,498,0.645833333333,0.545454545455,0.659375,-0.0135416666667,38af9e7df5b4a50832232b05c7d319917f44ccf22323adfc1a805c5f8a613ac7,5,5,3.73555254936,seeded_equal_cardinality_random,False,,not_applicable,COMPLETE,,,
fold04__seed43__unmodified_baseline__baseline,4,43,unmodified_baseline,,0%,0,0.659895833333,0.590909090909,0.659895833333,0,13d17e27e11dcf9bacb6c0363a26e5cd7cc95faece4f5ff7c4b13c410724a9d5,50,50,37.0273206234,not_applicable,False,3.08788747294e-07,,COMPLETE,,,
