feature_index_zero_based,gxi_mean_absolute,ig_mean_absolute,gxi_rank_ascending,ig_rank_ascending,common_structural_zero
0,0,0,1,1,True
1,0,0,2,2,True
2,0.000107952182589,0.00031913764542,12765,12636,False
3,0,0,3,3,True
4,0,0,4,4,True
5,0,0,5,5,True
6,0,0,6,6,True
7,0,0,7,7,True
8,0.0010842543561,0.0036321929656,18459,18454,False
9,0,0,8,8,True
10,0.000147883707541,0.000480641523609,13211,13164,False
11,0,0,9,9,True
12,0,0,10,10,True
13,0.000687488587573,0.00221519987099,16922,16759,False
14,0.000381047924748,0.00127881148364,14792,14797,False
15,0,0,11,11,True
16,0,0,12,12,True
17,0.00107505044434,0.00359946442768,18439,18429,False
18,0,0,13,13,True
19,0.000297704420518,0.00104252737947,14303,14378,False
20,0.000468714832095,0.00160714366939,15335,15424,False
21,0,0,14,14,True
22,0,0,15,15,True
23,0,0,16,16,True
24,0.000314258766593,0.000975987117272,14387,14259,False
25,0,0,17,17,True
26,0,0,18,18,True
27,0.000388375367038,0.00130218442064,14841,14838,False
28,0.000795086147264,0.00261885207146,17503,17441,False
29,0.000524400500581,0.00173074670602,15732,15662,False
30,0,0,19,19,True
31,0,0,20,20,True
32,0,0,21,21,True
33,0,0,22,22,True
34,0.000322569045238,0.00114689138718,14432,14561,False
35,0.000567762879655,0.00196509878151,16058,16240,False
36,0.000577231869102,0.00189677707385,16146,16052,False
37,0.00245872419327,0.00834056083113,19787,19794,False
38,0,0,23,23,True
39,0.000351000169758,0.00131207727827,14609,14857,False
40,0,0,24,24,True
41,8.96077399375e-05,0.000290460593533,12572,12545,False
42,0,0,25,25,True
43,0.000565464026295,0.00193672266323,16040,16161,False
44,0.00146298576146,0.0048620281741,19122,19097,False
45,0,0,26,26,True
46,0.000384972605389,0.00130047881976,14814,14834,False
47,0.000490615144372,0.00165939063299,15486,15517,False
48,0,0,27,27,True
49,0.000557538180146,0.00184560078196,15982,15940,False
50,0.000235164072365,0.000775329477619,13916,13877,False
51,0,0,28,28,True
52,0,0,29,29,True
53,0,0,30,30,True
54,0.000716492533684,0.00248013692908,17083,17223,False
55,0,0,31,31,True
56,0.00024700423819,0.000789776211604,13988,13903,False
57,0,0,32,32,True
58,0,0,33,33,True
59,0,0,34,34,True
60,0,0,35,35,True
61,0,0,36,36,True
62,0,0,37,37,True
63,0.000177350913873,0.000606701243669,13493,13517,False
64,0,0,38,38,True
65,0.000496454245877,0.00174690946005,15534,15706,False
66,0,0,39,39,True
67,0.000756028864998,0.00260607386008,17314,17419,False
68,0.00076707242988,0.00258665741421,17370,17392,False
69,0,0,40,40,True
70,0.00117533933371,0.00402819784358,18649,18690,False
71,0.000119105599879,0.000410918961279,12911,12949,False
72,0,0,41,41,True
73,5.49183387193e-05,0.000165084013133,12128,12063,False
74,0.00108130578883,0.00358004053123,18453,18421,False
75,0,0,42,42,True
76,0,0,43,43,True
77,0,0,44,44,True
78,0,0,45,45,True
79,0.000400198681746,0.00151568837464,14911,15246,False
80,0.000150675841724,0.00039358556387,13243,12895,False
81,0,0,46,46,True
82,0.000573636440095,0.00196688110009,16110,16245,False
83,0.00141550868284,0.00475334329531,19052,19045,False
84,0.000200598675292,0.000692809466273,13674,13701,False
85,0,0,47,47,True
86,0,0,48,48,True
87,0,0,49,49,True
88,0.000288022711175,0.000941653561313,14253,14212,False
89,0.000566496397369,0.00178517773747,16049,15798,False
90,0,0,50,50,True
91,7.2321294283e-05,0.000267085822998,12350,12463,False
92,0,0,51,51,True
93,0,0,52,52,True
94,0,0,53,53,True
95,0.00104960729368,0.00357100693509,18381,18416,False
96,0,0,54,54,True
97,0,0,55,55,True
98,0,0,56,56,True
99,0,0,57,57,True
100,0,0,58,58,True
101,0,0,59,59,True
102,0,0,60,60,True
103,0,0,61,61,True
104,0,0,62,62,True
105,0,0,63,63,True
106,0,0,64,64,True
107,0,0,65,65,True
108,0.0015124444617,0.00521572679281,19184,19218,False
109,0,0,66,66,True
110,0,0,67,67,True
111,0,0,68,68,True
112,0,0,69,69,True
113,4.90606398671e-05,0.000150542822666,12051,12011,False
114,0,0,70,70,True
115,0,0,71,71,True
116,0,0,72,72,True
117,0,0,73,73,True
118,0,0,74,74,True
119,0.000214996252907,0.000731389969587,13776,13781,False
120,0,0,75,75,True
121,0,0,76,76,True
122,3.63718354492e-05,0.000135252892505,11902,11943,False
123,0.000746897188947,0.00246305484325,17267,17191,False
124,0,0,77,77,True
125,0,0,78,78,True
126,0.000660223304294,0.00229896791279,16764,16905,False
127,0,0,79,79,True
128,0.000176098823431,0.000524416333064,13480,13273,False
129,0,0,80,80,True
130,0,0,81,81,True
131,0.000274361256743,0.000919131445698,14170,14166,False
132,0.000370471505448,0.00120648439042,14708,14663,False
133,0,0,82,82,True
134,0,0,83,83,True
135,0,0,84,84,True
136,0.000501465343405,0.00160699605476,15566,15423,False
137,0.00195241824258,0.00653167068958,19575,19574,False
138,0.000556507671718,0.00183649396058,15973,15916,False
139,0.000574878824409,0.00193990487605,16120,16172,False
140,0.000698284013197,0.00235166051425,16985,17000,False
141,0.000815745210275,0.00270173326135,17591,17546,False
142,0.000346529326634,0.0011546331225,14585,14574,False
143,0.00055012392113,0.00183814181946,15920,15922,False
144,0,0,85,85,True
145,0,0,86,86,True
146,0.000755802553613,0.0026029383298,17312,17414,False
147,0.000119841650303,0.000411449058447,12921,12951,False
148,0,0,87,87,True
149,0.00131714146119,0.00430341297761,18906,18837,False
150,0.00157328206114,0.00531816482544,19247,19251,False
151,0.000481549155666,0.00158167316113,15417,15373,False
152,0,0,88,88,True
153,0,0,89,89,True
154,0.000505787553266,0.00179746421054,15595,15832,False
155,0.000799289264251,0.00263900961727,17522,17467,False
156,0,0,90,90,True
157,0.00143013079651,0.00490382872522,19071,19112,False
158,0,0,91,91,True
159,0.000659806129988,0.002211650135,16761,16753,False
160,0,0,92,92,True
161,0,0,93,93,True
162,0,0,94,94,True
163,0.000863755238242,0.00287922169082,17798,17767,False
164,0,0,95,95,True
165,0.000897653808352,0.00305808521807,17924,17975,False
166,0.00071702490095,0.00238917185925,17087,17066,False
167,0,0,96,96,True
168,0,0,97,97,True
169,0,0,98,98,True
170,0.00055515114218,0.00182481401134,15961,15898,False
171,0,0,99,99,True
172,0,0,100,100,True
173,0,0,101,101,True
174,0,0,102,102,True
175,0.000978813273832,0.00337474420667,18200,18266,False
176,0,0,103,103,True
177,0.000606674235314,0.00193803280126,16389,16168,False
178,0,0,104,104,True
179,0,0,105,105,True
180,9.16315620998e-05,0.000323889922583,12594,12655,False
181,0,0,106,106,True
182,0,0,107,107,True
183,0.000985436723568,0.0032558105886,18219,18166,False
184,0.00139864673838,0.00465637492016,19028,18996,False
185,0,0,108,108,True
186,0.000528940639924,0.00171851390041,15772,15642,False
187,0.00125827139709,0.00426383549348,18807,18820,False
188,0,0,109,109,True
189,0.000110821078124,0.00035241743899,12804,12732,False
190,0,0,110,110,True
191,0.000769517791923,0.00256551546045,17380,17362,False
192,0,0,111,111,True
193,0,0,112,112,True
194,0,0,113,113,True
195,0.000154949855641,0.000527295051143,13283,13279,False
196,0.000659059500322,0.00225883536041,16758,16835,False
197,0.00116403808352,0.0039097960107,18628,18632,False
198,0,0,114,114,True
199,0.000561369757634,0.00190766341984,16011,16084,False
200,0.00064279983053,0.0021813607309,16649,16689,False
201,0,0,115,115,True
202,0.000732096435968,0.00241428846493,17182,17111,False
203,0,0,116,116,True
204,0,0,117,117,True
205,0,0,118,118,True
206,0.000238921522396,0.000798548047896,13936,13921,False
207,0.00117669894826,0.00397737137973,18652,18668,False
208,0.000201753384317,0.000713651592378,13685,13745,False
209,0,0,119,119,True
210,0,0,120,120,True
211,0,0,121,121,True
212,0.000931791902985,0.00308451429009,18042,18005,False
213,0,0,122,122,True
214,0.000781961833127,0.00266052805819,17441,17497,False
215,0,0,123,123,True
216,0,0,124,124,True
217,0,0,125,125,True
218,0,0,126,126,True
219,0,0,127,127,True
220,0,0,128,128,True
221,0,0,129,129,True
222,0.00152011646423,0.00541057996452,19197,19277,False
223,0.000826112926006,0.00281349103898,17646,17684,False
224,0.000681336328853,0.00227931304835,16887,16863,False
225,0.000182366900844,0.000621584127657,13542,13549,False
226,0,0,130,130,True
227,0.000585034547839,0.00189807475545,16214,16057,False
228,0.000750195409637,0.00253784540109,17285,17326,False
229,0.000380553043215,0.00131150276866,14785,14856,False
230,0,0,131,131,True
231,0.000708464067429,0.00220253155567,17035,16730,False
232,0,0,132,132,True
233,0.00175817182753,0.00584260327742,19418,19385,False
234,0.000914056028705,0.00304538570344,17982,17954,False
235,0.000888024282176,0.00294121331535,17894,17840,False
236,0,0,133,133,True
237,0.000372757291188,0.0012591247214,14728,14756,False
238,0,0,134,134,True
239,0.00037352196523,0.00125603948254,14736,14747,False
240,0,0,135,135,True
241,0,0,136,136,True
242,0.000285247748252,0.000936626282055,14237,14201,False
243,0.00145037658513,0.00497275684029,19107,19134,False
244,0,0,137,137,True
245,0,0,138,138,True
246,5.79184670642e-05,0.00017038754595,12158,12084,False
247,0.000344611733453,0.00110479397699,14577,14478,False
248,0,0,139,139,True
249,0.00087227037875,0.00302008073777,17823,17924,False
250,0.000269513751846,0.000966986990534,14141,14252,False
251,0.000165660967468,0.000544733600691,13385,13338,False
252,0.000695718917996,0.00237474939786,16967,17032,False
253,0,0,140,140,True
254,0.000253775448073,0.000785576121416,14045,13900,False
255,0,0,141,141,True
256,0.000514092389494,0.00169674295466,15656,15598,False
257,0,0,142,142,True
258,0,0,143,143,True
259,0,0,144,144,True
260,0.00138314452488,0.00484858825803,19005,19090,False
261,3.986842421e-05,0.0001344600023,11948,11940,False
262,0.000748847960494,0.00248849648051,17279,17238,False
263,0.000189548401977,0.000691946304869,13589,13700,False
264,0,0,145,145,True
265,0,0,146,146,True
266,0,0,147,147,True
267,0,0,148,148,True
268,0.000372799840989,0.00128451548517,14729,14804,False
269,0,0,149,149,True
270,0.000598377897404,0.00202655768953,16323,16384,False
271,0,0,150,150,True
272,0,0,151,151,True
273,0.00145788467489,0.00490870559588,19115,19114,False
274,0,0,152,152,True
275,0,0,153,153,True
276,0,0,154,154,True
277,3.38098179782e-05,0.000119599077152,11876,11889,False
278,0.000558369327337,0.00187668937724,15987,16007,False
279,0.000412672321545,0.00135164230596,14975,14919,False
280,0.000898895203136,0.00308906915598,17928,18008,False
281,0,0,155,155,True
282,0.000535002502147,0.00173733069096,15815,15680,False
283,0,0,156,156,True
284,0.000538376218174,0.00184317061212,15840,15934,False
285,0,0,157,157,True
286,0,0,158,158,True
287,0.00021774074412,0.00079450168414,13794,13911,False
288,0.000298258120893,0.000954236718826,14305,14233,False
289,0,0,159,159,True
290,0,0,160,160,True
291,0,0,161,161,True
292,0,0,162,162,True
293,0,0,163,163,True
294,0.000788231263869,0.00261519174092,17470,17435,False
295,0.00110379280522,0.00376123539172,18509,18546,False
296,0.000622442807071,0.00198974483646,16494,16296,False
297,0.000528614036739,0.0017691164976,15768,15755,False
298,0.00012249701831,0.000429459207226,12946,13003,False
299,0,0,164,164,True
300,0.00137741456274,0.00453898077831,18996,18944,False
301,0,0,165,165,True
302,0,0,166,166,True
303,0,0,167,167,True
304,0,0,168,168,True
305,0,0,169,169,True
306,0,0,170,170,True
307,0,0,171,171,True
308,0.00111801829189,0.00367986573838,18543,18490,False
309,0.000747547368519,0.00260933022946,17273,17424,False
310,0.000823764246888,0.00279651465826,17636,17656,False
311,0.000238592678215,0.00087260059081,13931,14080,False
312,0,0,172,172,True
313,0,0,173,173,True
314,0,0,174,174,True
315,0,0,175,175,True
316,0,0,176,176,True
317,0.000715965754353,0.00227538798936,17079,16859,False
318,0,0,177,177,True
319,0,0,178,178,True
320,0,0,179,179,True
321,0,0,180,180,True
322,8.56562401168e-05,0.000304426823277,12517,12585,False
323,0,0,181,181,True
324,0,0,182,182,True
325,0,0,183,183,True
326,0,0,184,184,True
327,0,0,185,185,True
328,0.00130016240291,0.00435095420107,18865,18861,False
329,0.000672157038935,0.00222462252714,16837,16775,False
330,0.00176421517972,0.0061017521657,19425,19475,False
331,0,0,186,186,True
332,0,0,187,187,True
333,0,0,188,188,True
334,0,0,189,189,True
335,0,0,190,190,True
336,0,0,191,191,True
337,9.82889469014e-05,0.000318316015182,12665,12634,False
338,0,0,192,192,True
339,0,0,193,193,True
340,0,0,194,194,True
341,0,0,195,195,True
342,0.000284993642708,0.00100474432111,14235,14317,False
343,0.000642770377453,0.00232550199144,16647,16955,False
344,2.22740600293e-05,8.66878544912e-05,11804,11815,False
345,0,0,196,196,True
346,0.00124289677478,0.00419692276046,18773,18788,False
347,1.90735372598e-05,6.12252333667e-05,11794,11794,False
348,4.99129710079e-05,0.000200718495762,12063,12205,False
349,0,0,197,197,True
350,0,0,198,198,True
351,9.56823787419e-05,0.000356951815775,12632,12749,False
352,0.00187220273074,0.00626000994816,19523,19516,False
353,0,0,199,199,True
354,0,0,200,200,True
355,0,0,201,201,True
356,0,0,202,202,True
357,0.00135865854099,0.00456065591425,18972,18961,False
358,0.000716694514267,0.00249774078839,17084,17251,False
359,0.00089708348969,0.00293069519103,17921,17829,False
360,0.000656998890918,0.00224628159776,16744,16813,False
361,0.00118211389054,0.00401798542589,18665,18682,False
362,0,0,203,203,True
363,0.00065371702658,0.00216930615716,16723,16665,False
364,0,0,204,204,True
365,0,0,205,205,True
366,0,0,206,206,True
367,0.000143440047395,0.000533455109689,13167,13311,False
368,0.000387826992664,0.0012983790366,14832,14828,False
369,0.0002848659351,0.000946380198002,14232,14220,False
370,0,0,207,207,True
371,0.000662472157273,0.00220143282786,16785,16728,False
372,0,0,208,208,True
373,0,0,209,209,True
374,0.000318993697874,0.00098731846083,14410,14287,False
375,0.000121066834254,0.000456733076135,12931,13086,False
376,0,0,210,210,True
377,0,0,211,211,True
378,0,0,212,212,True
379,0,0,213,213,True
380,0,0,214,214,True
381,0.00010203931015,0.000332668365445,12708,12674,False
382,0.000518698710948,0.00170386489481,15688,15608,False
383,0,0,215,215,True
384,0,0,216,216,True
385,0,0,217,217,True
386,0,0,218,218,True
387,0,0,219,219,True
388,0,0,220,220,True
389,7.57530797273e-05,0.000252682890277,12386,12404,False
390,0.000962765363511,0.00338717759587,18142,18274,False
391,0.0013937628828,0.00479321181774,19018,19065,False
392,0.000872988021001,0.00286604231223,17825,17751,False
393,0,0,221,221,True
394,0.00117234163918,0.00399749260396,18645,18676,False
395,0,0,222,222,True
396,0,0,223,223,True
397,0,0,224,224,True
398,0.00172722327989,0.00593557395041,19392,19418,False
399,0.000749884755351,0.00250056805089,17283,17261,False
400,0,0,225,225,True
401,0,0,226,226,True
402,0,0,227,227,True
403,0,0,228,228,True
404,0.000384594372008,0.00135994155426,14812,14932,False
405,0.000717755581718,0.00244966475293,17093,17175,False
406,0.000264091067947,0.000873207463883,14113,14083,False
407,0,0,229,229,True
408,0,0,230,230,True
409,0,0,231,231,True
410,0.00157061999198,0.00508581567556,19244,19170,False
411,0.000161284595379,0.000541503191926,13339,13328,False
412,0,0,232,232,True
413,0,0,233,233,True
414,0,0,234,234,True
415,0,0,235,235,True
416,0,0,236,236,True
417,0,0,237,237,True
418,0,0,238,238,True
419,0,0,239,239,True
420,0,0,240,240,True
421,0.000158792565344,0.000509933626745,13315,13237,False
422,0.000243912203587,0.000800101493951,13970,13931,False
423,0,0,241,241,True
424,0,0,242,242,True
425,0,0,243,243,True
426,0,0,244,244,True
427,0,0,245,245,True
428,0,0,246,246,True
429,0,0,247,247,True
430,0,0,248,248,True
431,0.000219390218263,0.000779247027822,13808,13887,False
432,0,0,249,249,True
433,0,0,250,250,True
434,0.000723673554603,0.00228327605873,17135,16872,False
435,0.000721031683497,0.00244686217047,17116,17168,False
436,0,0,251,251,True
437,0,0,252,252,True
438,0,0,253,253,True
439,0,0,254,254,True
440,0.00115512975026,0.00400557881221,18612,18679,False
441,7.66171506257e-05,0.000248287513386,12394,12380,False
442,0.00110402214341,0.00375955412164,18510,18543,False
443,0,0,255,255,True
444,0.000446883757832,0.00153047114145,15203,15277,False
445,0.000642042257823,0.00218322779983,16642,16694,False
446,0,0,256,256,True
447,0,0,257,257,True
448,0,0,258,258,True
449,0,0,259,259,True
450,0.000618647434749,0.00218893657438,16463,16702,False
451,0,0,260,260,True
452,0.000342512736097,0.00108793133404,14563,14448,False
453,0,0,261,261,True
454,0,0,262,262,True
455,0.000384192768252,0.00126730254851,14809,14771,False
456,0,0,263,263,True
457,0,0,264,264,True
458,5.85219167988e-05,0.000191371975234,12167,12170,False
459,0,0,265,265,True
460,0.000430989835877,0.00143558590207,15089,15097,False
461,2.02483806788e-05,7.00848177075e-05,11800,11802,False
462,0,0,266,266,True
463,0.000181276511285,0.000608347298112,13529,13521,False
464,0.000224706876907,0.000779374851845,13838,13888,False
465,0,0,267,267,True
466,0.00173358723987,0.00591993890703,19399,19413,False
467,0.00143853737973,0.00489634508267,19085,19109,False
468,0.000613731332123,0.00210800208151,16433,16539,False
469,0.000799066619948,0.00260995025747,17520,17425,False
470,0.000545846763998,0.00186603958718,15884,15979,False
471,0.000223991592065,0.000731112377252,13834,13780,False
472,0,0,268,268,True
473,0,0,269,269,True
474,0,0,270,270,True
475,0.00165837293025,0.00559053989127,19323,19318,False
476,0.00135258585215,0.00460392422974,18955,18979,False
477,0,0,271,271,True
478,0.0015823970316,0.00518798036501,19255,19208,False
479,0.000167822654475,0.000580794934649,13398,13456,False
480,0,0,272,272,True
481,0,0,273,273,True
482,0.000162833515787,0.000617448124103,13360,13541,False
483,0.00196725013666,0.00675056083128,19585,19614,False
484,0.000356960284989,0.00116560864262,14644,14596,False
485,0.000351389171556,0.0011816957267,14612,14629,False
486,0.000885607907549,0.0029138349928,17882,17812,False
487,0,0,274,274,True
488,0,0,275,275,True
489,0,0,276,276,True
490,0,0,277,277,True
491,0.00154886790551,0.00508630322292,19225,19171,False
492,0,0,278,278,True
493,0.000808567041531,0.00267132860608,17556,17509,False
494,0,0,279,279,True
495,0.000249837292358,0.000808890268672,14013,13951,False
496,0,0,280,280,True
497,0,0,281,281,True
498,0,0,282,282,True
499,0.000635376316495,0.00219539855607,16592,16713,False
500,0,0,283,283,True
501,0,0,284,284,True
502,0,0,285,285,True
503,0,0,286,286,True
504,0,0,287,287,True
505,0.000801467744168,0.00271446653642,17534,17562,False
506,0,0,288,288,True
507,0.000485344731715,0.00165112246759,15447,15502,False
508,0,0,289,289,True
509,0,0,290,290,True
510,0,0,291,291,True
511,0,0,292,292,True
512,0,0,293,293,True
513,0.000703147496097,0.00235567288473,17012,17002,False
514,0,0,294,294,True
515,0.000360678328434,0.00121926469728,14663,14680,False
516,0,0,295,295,True
517,0,0,296,296,True
518,0,0,297,297,True
519,0,0,298,298,True
520,6.06238936598e-05,0.000181654730113,12201,12129,False
521,0,0,299,299,True
522,0,0,300,300,True
523,0,0,301,301,True
524,0,0,302,302,True
525,0.000198467314476,0.000707287283149,13656,13731,False
526,0,0,303,303,True
527,0.000211585502257,0.00069185072789,13755,13699,False
528,0,0,304,304,True
529,0,0,305,305,True
530,6.24737222097e-05,0.000205686723348,12222,12219,False
531,0,0,306,306,True
532,0,0,307,307,True
533,0,0,308,308,True
534,0,0,309,309,True
535,9.72139023361e-05,0.000264414440608,12653,12451,False
536,0,0,310,310,True
537,0,0,311,311,True
538,0,0,312,312,True
539,0,0,313,313,True
540,0.000751883548219,0.00262755085714,17297,17449,False
541,0,0,314,314,True
542,0.000112410212751,0.000395817362005,12827,12900,False
543,5.04895360791e-05,0.000139460316859,12068,11960,False
544,0,0,315,315,True
545,0.000276043749182,0.000981076038443,14181,14273,False
546,0,0,316,316,True
547,0.000580817111768,0.00189647160005,16176,16051,False
548,0,0,317,317,True
549,0,0,318,318,True
550,0,0,319,319,True
551,0,0,320,320,True
552,0,0,321,321,True
553,0,0,322,322,True
554,0,0,323,323,True
555,0,0,324,324,True
556,0,0,325,325,True
557,0,0,326,326,True
558,0,0,327,327,True
559,0,0,328,328,True
560,0,0,329,329,True
561,0,0,330,330,True
562,0,0,331,331,True
563,0,0,332,332,True
564,0.0001844826038,0.000588731025346,13553,13475,False
565,0,0,333,333,True
566,0,0,334,334,True
567,0,0,335,335,True
568,0.000111573586764,0.000375683128368,12814,12837,False
569,0,0,336,336,True
570,0.000520029279869,0.00176375964656,15701,15741,False
571,0,0,337,337,True
572,0.000225179479457,0.000838469481096,13841,14007,False
573,0.000169732986251,0.000522628950421,13416,13267,False
574,0,0,338,338,True
575,0,0,339,339,True
576,0,0,340,340,True
577,0,0,341,341,True
578,0.000891703530215,0.00287264189683,17907,17759,False
579,0,0,342,342,True
580,0.00138365989551,0.00454984745011,19007,18956,False
581,0,0,343,343,True
582,0,0,344,344,True
583,0.00035835953895,0.00115243741311,14652,14568,False
584,0.000222552407649,0.000723520235624,13826,13770,False
585,0.00131670176052,0.00429190788418,18904,18831,False
586,0,0,345,345,True
587,0,0,346,346,True
588,0,0,347,347,True
589,0,0,348,348,True
590,0,0,349,349,True
591,0.000130945220008,0.000409057101933,13032,12939,False
592,0,0,350,350,True
593,0.00051086692838,0.00185443123337,15631,15955,False
594,0,0,351,351,True
595,0.000542484864127,0.00187249982264,15863,15997,False
596,0.0014145609457,0.00471542170271,19048,19020,False
597,0.000634971715044,0.00216382509097,16590,16655,False
598,6.52899907436e-05,0.000239775705268,12262,12350,False
599,0,0,352,352,True
600,8.40582069941e-05,0.000289871619316,12497,12543,False
601,0,0,353,353,True
602,0.00101499957964,0.00353380199522,18293,18389,False
603,0,0,354,354,True
604,0,0,355,355,True
605,0.000638904282823,0.00227665062994,16615,16860,False
606,0,0,356,356,True
607,0.000138891089591,0.000469115911983,13128,13131,False
608,0,0,357,357,True
609,0,0,358,358,True
610,0.000118873133033,0.000413421948906,12910,12961,False
611,0,0,359,359,True
612,0,0,360,360,True
613,0.00135844061151,0.00465818215162,18971,18999,False
614,0,0,361,361,True
615,0.00109297351446,0.0036629838869,18479,18482,False
616,0,0,362,362,True
617,0.000228040837101,0.000737636932172,13866,13790,False
618,0.000736357294954,0.00252838945016,17210,17311,False
619,0,0,363,363,True
620,0.000655994866975,0.0022042626515,16739,16733,False
621,0,0,364,364,True
622,0.000566055183299,0.00188623298891,16043,16027,False
623,0,0,365,365,True
624,0,0,366,366,True
625,0.000128975880216,0.000426209153375,13010,12993,False
626,0,0,367,367,True
627,1.14143331302e-05,5.73051693209e-05,11785,11790,False
628,0,0,368,368,True
629,0,0,369,369,True
630,0.00143775355536,0.00483685173094,19081,19086,False
631,0.00301459012553,0.0100767491385,19860,19860,False
632,0,0,370,370,True
633,0.000197462897631,0.000658062694129,13651,13634,False
634,0.000620165432338,0.00205908808857,16476,16450,False
635,0,0,371,371,True
636,0,0,372,372,True
637,0.000383140315535,0.00125879829284,14801,14755,False
638,0,0,373,373,True
639,0,0,374,374,True
640,0.000409887434216,0.0013730408391,14964,14964,False
641,0,0,375,375,True
642,0,0,376,376,True
643,0,0,377,377,True
644,0,0,378,378,True
645,0.00101597374305,0.00349510414526,18296,18358,False
646,0,0,379,379,True
647,0,0,380,380,True
648,0,0,381,381,True
649,0,0,382,382,True
650,0.000850494485348,0.00263567524962,17754,17460,False
651,0.000962047604844,0.00323654641397,18139,18154,False
652,0,0,383,383,True
653,0.000705080339685,0.0023001441732,17019,16908,False
654,0,0,384,384,True
655,0.000666973006446,0.00221260590479,16811,16756,False
656,0,0,385,385,True
657,0.000148510007421,0.000534481194336,13215,13313,False
658,0.000292877666652,0.000980381038971,14278,14271,False
659,0,0,386,386,True
660,0,0,387,387,True
661,0,0,388,388,True
662,0.000287471077172,0.000906122208107,14248,14140,False
663,0,0,389,389,True
664,0.000476721004816,0.00156876479741,15380,15343,False
665,0.000609452894423,0.00189809408039,16400,16058,False
666,0.000196717708604,0.000655877054669,13642,13629,False
667,0,0,390,390,True
668,0,0,391,391,True
669,0,0,392,392,True
670,0,0,393,393,True
671,0,0,394,394,True
672,0,0,395,395,True
673,1.93596406461e-05,5.98635415372e-05,11795,11793,False
674,0,0,396,396,True
675,0.000212546365219,0.000637780874968,13761,13590,False
676,0,0,397,397,True
677,0,0,398,398,True
678,0,0,399,399,True
679,0.00203452887945,0.00681362813339,19637,19627,False
680,0.000104684098915,0.000346478249412,12732,12716,False
681,0,0,400,400,True
682,0,0,401,401,True
683,0,0,402,402,True
684,0,0,403,403,True
685,8.95034681889e-05,0.00028367395862,12570,12528,False
686,0.000332496245392,0.00108458963223,14494,14445,False
687,0,0,404,404,True
688,0,0,405,405,True
689,0,0,406,406,True
690,0.000497506232932,0.00157234584913,15541,15351,False
691,0,0,407,407,True
692,0,0,408,408,True
693,0.000176037487108,0.000596689234953,13479,13493,False
694,0,0,409,409,True
695,0,0,410,410,True
696,0,0,411,411,True
697,0.000533329439349,0.00170474569313,15802,15610,False
698,0,0,412,412,True
699,0,0,413,413,True
700,0.000402752571972,0.00137633818667,14923,14972,False
701,0,0,414,414,True
702,0,0,415,415,True
703,0,0,416,416,True
704,0.000830325414427,0.00280955806375,17668,17674,False
705,0,0,417,417,True
706,0,0,418,418,True
707,0,0,419,419,True
708,7.88853649283e-05,0.000257644278463,12428,12422,False
709,0,0,420,420,True
710,0,0,421,421,True
711,0,0,422,422,True
712,0,0,423,423,True
713,0.000249062140938,0.000834351521917,14005,13999,False
714,0.000174640706973,0.000595522345975,13464,13491,False
715,0.00017180411669,0.000611058261711,13440,13526,False
716,0,0,424,424,True
717,0.000540109991562,0.0019038830651,15848,16075,False
718,0.00174912496004,0.0060737025924,19404,19467,False
719,0,0,425,425,True
720,0.00131424097344,0.00447560753673,18900,18910,False
721,0,0,426,426,True
722,0.00178094475996,0.00596602307633,19446,19435,False
723,0,0,427,427,True
724,0,0,428,428,True
725,0.000140456904774,0.000432564527728,13141,13017,False
726,0,0,429,429,True
727,0,0,430,430,True
728,0,0,431,431,True
729,0,0,432,432,True
730,0,0,433,433,True
731,0.000663291546516,0.00223849224858,16794,16797,False
732,0.00148486590479,0.00515839783475,19144,19199,False
733,0.000165118122823,0.00054512382485,13381,13341,False
734,0,0,434,434,True
735,0,0,435,435,True
736,0.000825765135232,0.00280790007673,17644,17672,False
737,0,0,436,436,True
738,0,0,437,437,True
739,0,0,438,438,True
740,0,0,439,439,True
741,0,0,440,440,True
742,0,0,441,441,True
743,0,0,442,442,True
744,0,0,443,443,True
745,0.00109814375173,0.00379423494451,18492,18568,False
746,0,0,444,444,True
747,0,0,445,445,True
748,0,0,446,446,True
749,0.000649219495244,0.00203087553382,16686,16397,False
750,0,0,447,447,True
751,0,0,448,448,True
752,0,0,449,449,True
753,0.00031316379318,0.00105391407851,14381,14395,False
754,0.00229788501747,0.00779806962237,19750,19755,False
755,0.00100753188599,0.00344121316448,18271,18320,False
756,0,0,450,450,True
757,0.000385104911402,0.00130021106452,14815,14832,False
758,0.000592419877648,0.00192436436191,16266,16131,False
759,0,0,451,451,True
760,0,0,452,452,True
761,0.00047300112783,0.00158601440489,15360,15379,False
762,0.000568473536987,0.00192267575767,16064,16126,False
763,9.52725167735e-05,0.000304376939312,12627,12583,False
764,0,0,453,453,True
765,0.000163246062584,0.000565775961149,13365,13408,False
766,0,0,454,454,True
767,0.000554638099857,0.00187256385107,15955,15998,False
768,0.000387950974982,0.0013958067866,14836,15018,False
769,0.00140982284211,0.00459416816011,19044,18973,False
770,9.24116466194e-05,0.000254189391853,12600,12408,False
771,0,0,455,455,True
772,0.000938975368626,0.00311485934071,18059,18035,False
773,7.41764742997e-05,0.000259999796981,12366,12432,False
774,0,0,456,456,True
775,0,0,457,457,True
776,0,0,458,458,True
777,0.000265445502009,0.000887459842488,14121,14106,False
778,0,0,459,459,True
779,0,0,460,460,True
780,0.000464453856694,0.00158479367383,15311,15377,False
