feature_index_zero_based,gxi_mean_absolute,ig_mean_absolute,gxi_rank_ascending,ig_rank_ascending,common_structural_zero
1802,1.92706138478e-05,3.43515894201e-05,602,1507,False
1803,1.73569769686e-05,2.66452298092e-05,151,537,False
1804,3.19665232382e-05,4.48024838988e-05,2779,2734,False
1805,1.84090913535e-05,2.50187367783e-05,356,268,False
1806,2.59145945165e-05,3.98997399316e-05,2161,2233,False
1807,2.20030415221e-05,3.68306864402e-05,1392,1801,False
1808,2.20664878725e-05,3.50215777871e-05,1408,1582,False
1809,2.05649885174e-05,2.62615085376e-05,1001,467,False
1810,2.78969982901e-05,3.83820297429e-05,2467,1998,False
1811,1.92710194824e-05,2.50612247328e-05,603,276,False
1812,2.41085508605e-05,3.56735072273e-05,1863,1657,False
1813,3.66761487385e-05,5.92235955992e-05,2939,2907,False
1814,1.63559088833e-05,2.49613221968e-05,40,257,False
1815,2.1777503207e-05,3.35168115271e-05,1342,1399,False
1816,2.15412856051e-05,3.38744430337e-05,1275,1445,False
1817,1.84837499546e-05,3.19528990076e-05,379,1218,False
1818,1.7518957975e-05,2.41733960138e-05,180,148,False
1819,2.85815203824e-05,4.00035060011e-05,2554,2257,False
1820,1.97502686206e-05,2.8435513741e-05,749,813,False
1821,2.73204332188e-05,4.1028677515e-05,2397,2399,False
1822,2.42501610046e-05,3.96458053729e-05,1880,2183,False
1823,2.38255270233e-05,3.83291262551e-05,1812,1984,False
1824,2.27998461924e-05,3.09392708004e-05,1592,1110,False
1825,2.72562665486e-05,3.98542179028e-05,2382,2226,False
1826,1.97185345314e-05,2.45137071033e-05,734,196,False
1827,2.49193763011e-05,3.58775359928e-05,1999,1681,False
1828,3.32920790242e-05,5.95540914219e-05,2841,2911,False
1829,1.62730793818e-05,2.34940671362e-05,34,93,False
1830,2.02070405066e-05,3.14285571221e-05,905,1160,False
1831,2.13208641071e-05,3.31273877237e-05,1229,1350,False
1832,2.06420008908e-05,3.61562597391e-05,1022,1714,False
1833,1.97829067474e-05,2.57084029727e-05,766,377,False
1834,2.76831997326e-05,3.86359970435e-05,2441,2032,False
1835,1.98553116206e-05,2.83656972897e-05,789,800,False
1836,2.69038137048e-05,4.28561506851e-05,2314,2609,False
1837,2.64349382633e-05,4.01051911467e-05,2243,2270,False
1838,2.10005327972e-05,3.47431814589e-05,1134,1553,False
1839,2.09609243029e-05,2.63120837189e-05,1126,478,False
1840,3.03702654492e-05,4.22604061896e-05,2688,2553,False
1841,2.03538056667e-05,2.68581698037e-05,939,588,False
1842,2.55122649833e-05,3.90741151932e-05,2097,2102,False
1843,3.61346719728e-05,6.09377639194e-05,2929,2932,False
1844,1.87006098713e-05,2.76438495348e-05,446,711,False
1845,2.36052510445e-05,3.51559065166e-05,1763,1601,False
1846,2.5806712074e-05,3.64591396647e-05,2144,1753,False
1847,1.96810724447e-05,3.3188785892e-05,725,1359,False
1848,2.05637479667e-05,2.58869422396e-05,1000,399,False
1849,2.98265113088e-05,4.26776932727e-05,2654,2596,False
1850,1.73795560841e-05,2.25658131967e-05,153,40,False
1851,2.424991726e-05,3.76971875085e-05,1879,1909,False
1852,2.50514949585e-05,3.98313168262e-05,2023,2223,False
1853,2.28353983402e-05,3.48446883436e-05,1607,1564,False
1854,1.95623106265e-05,2.54699643847e-05,683,338,False
1855,2.91588457912e-05,3.91808607674e-05,2600,2122,False
1856,1.75338482222e-05,2.22844755626e-05,182,27,False
1857,2.69757856586e-05,3.77614996978e-05,2329,1917,False
1858,3.44481741195e-05,5.20553330716e-05,2879,2807,False
1859,1.64209559443e-05,2.46367198997e-05,43,213,False
1860,2.09794088732e-05,3.23780150211e-05,1129,1267,False
1861,2.21976588364e-05,3.14086864819e-05,1443,1159,False
1862,2.4709290301e-05,4.1989118472e-05,1965,2517,False
1863,2.23134738917e-05,2.89542458631e-05,1472,868,False
1864,2.78956049442e-05,4.16149850935e-05,2466,2475,False
1865,1.94413532881e-05,2.70377604465e-05,644,621,False
1866,2.69548690994e-05,4.33500026702e-05,2321,2642,False
1867,2.41303005168e-05,3.91540816054e-05,1868,2119,False
1868,1.87932673725e-05,3.1744089938e-05,465,1199,False
1869,2.07967150345e-05,2.84015823127e-05,1071,806,False
1870,2.98908598779e-05,4.15394788433e-05,2660,2464,False
1871,1.83530282811e-05,2.39375694946e-05,338,122,False
1872,2.80947151623e-05,3.93923510273e-05,2484,2148,False
1873,3.57932585757e-05,6.02834807069e-05,2922,2921,False
1874,1.73431326402e-05,2.62454559561e-05,147,464,False
1875,2.07025332202e-05,3.04603745462e-05,1040,1041,False
1876,2.25120547839e-05,3.30241782649e-05,1529,1341,False
1877,1.76485718839e-05,2.91198211926e-05,197,888,False
1878,1.86971574294e-05,2.65322105406e-05,444,519,False
1879,3.07211521431e-05,4.16371913161e-05,2722,2478,False
1880,2.06290642382e-05,2.86161721306e-05,1014,831,False
1881,2.3220989533e-05,4.12634799432e-05,1699,2434,False
1882,2.54636088357e-05,4.0981118218e-05,2090,2391,False
1883,2.3175669412e-05,3.70987218048e-05,1691,1828,False
1884,2.11532351386e-05,2.7677979233e-05,1176,712,False
1885,2.89988711302e-05,4.13740708609e-05,2589,2445,False
1886,2.02499104489e-05,2.66060797003e-05,916,533,False
1887,2.34867038671e-05,3.51034905179e-05,1741,1592,False
1888,3.66012900486e-05,6.06177491136e-05,2938,2928,False
1889,1.84018499567e-05,2.67122413788e-05,355,552,False
1890,1.88112881006e-05,2.99736293528e-05,470,982,False
1891,2.26001502597e-05,3.31017945427e-05,1550,1348,False
1892,1.69271752384e-05,2.91601845674e-05,92,893,False
1893,1.86313973245e-05,2.43849917752e-05,425,181,False
1894,2.9290544262e-05,3.95658971684e-05,2614,2174,False
1895,2.20341516979e-05,3.16514378937e-05,1401,1186,False
1896,2.78299467027e-05,4.26008300565e-05,2455,2586,False
1897,2.73718451353e-05,4.14400274167e-05,2405,2450,False
1898,2.2975007596e-05,3.76964489988e-05,1644,1908,False
1899,1.94150725292e-05,2.6567513487e-05,637,526,False
1900,2.44285238296e-05,3.36430130119e-05,1916,1416,False
1901,1.87605328392e-05,2.570318793e-05,456,376,False
1902,2.31576668739e-05,3.34795222443e-05,1685,1392,False
1903,4.42107921117e-05,7.22622862668e-05,3000,3000,False
1904,1.85494754987e-05,2.6900013836e-05,397,598,False
1905,2.35333664023e-05,3.57401113433e-05,1750,1669,False
1906,2.4177652449e-05,3.72211216018e-05,1871,1842,False
1907,2.0735185899e-05,3.74922565243e-05,1051,1879,False
1908,1.70115727087e-05,2.26830925385e-05,105,47,False
1909,2.77087729046e-05,4.04634884035e-05,2442,2324,False
1910,2.06459026231e-05,2.80332733382e-05,1024,758,False
1911,2.88056526188e-05,4.49089238828e-05,2572,2738,False
1912,2.65198323177e-05,4.26390834036e-05,2251,2591,False
1913,2.22940725507e-05,3.84656595998e-05,1466,2014,False
1914,1.88735648408e-05,2.49890563282e-05,489,261,False
1915,3.18280217471e-05,4.60111987195e-05,2775,2774,False
1916,1.95458997041e-05,2.67595023615e-05,680,560,False
1917,2.36289743043e-05,3.71465612261e-05,1773,1835,False
1918,4.23621531809e-05,6.94304471835e-05,2999,2998,False
1919,2.05546766665e-05,2.91892301902e-05,999,899,False
1920,2.05320047826e-05,3.18756174238e-05,993,1210,False
1921,2.11727128772e-05,3.48153116647e-05,1185,1561,False
1922,1.79303660843e-05,3.08534763462e-05,252,1097,False
1923,1.84516557056e-05,2.40792469413e-05,370,137,False
1924,3.14100907417e-05,4.34741014033e-05,2757,2650,False
1925,1.9278291802e-05,2.7806026992e-05,606,733,False
1926,2.75798756775e-05,4.15922513639e-05,2430,2472,False
1927,2.29388224398e-05,3.68716573576e-05,1633,1805,False
1928,2.44529583142e-05,3.98204065277e-05,1924,2219,False
1929,2.02653845918e-05,2.56476778304e-05,918,367,False
1930,2.61845652858e-05,3.71862915927e-05,2202,1839,False
1931,2.11086153286e-05,2.53248217632e-05,1167,317,False
1932,2.51220644714e-05,3.77031683456e-05,2033,1910,False
1933,3.45900261891e-05,5.87235335843e-05,2884,2891,False
1934,1.80820152309e-05,2.63515721599e-05,289,489,False
1935,2.02449009521e-05,3.15807592415e-05,915,1175,False
1936,2.28357512242e-05,3.34953110723e-05,1608,1394,False
1937,1.89565671462e-05,3.16884179483e-05,516,1192,False
1938,2.13527473534e-05,2.66907154582e-05,1235,547,False
1939,2.4961273084e-05,3.83973856515e-05,2006,2001,False
1940,2.0508077796e-05,2.75672118732e-05,987,701,False
1941,2.5966699468e-05,4.00395801989e-05,2167,2261,False
1942,2.26242627832e-05,3.58366087312e-05,1553,1675,False
1943,2.47849729931e-05,3.85032653867e-05,1980,2019,False
1944,2.01402526727e-05,2.61227942246e-05,881,438,False
1945,2.72353099717e-05,4.20415526605e-05,2374,2523,False
1946,2.08373639907e-05,2.59924927377e-05,1088,412,False
1947,2.11527421925e-05,2.96013568004e-05,1175,943,False
1948,3.40274600603e-05,5.89042210777e-05,2866,2896,False
1949,1.84633736353e-05,2.48370415648e-05,374,236,False
1950,2.07069224416e-05,3.21639454341e-05,1042,1245,False
1951,2.24325885938e-05,3.32884774252e-05,1507,1365,False
1952,1.65240890055e-05,3.05476605718e-05,51,1052,False
1953,1.9188868464e-05,2.53176112892e-05,573,316,False
1954,3.15787146974e-05,4.5911197958e-05,2764,2768,False
1955,2.20204383368e-05,3.22757805407e-05,1400,1254,False
1956,2.69623906206e-05,4.27906379628e-05,2324,2603,False
1957,2.18003970076e-05,3.39712205459e-05,1345,1456,False
1958,2.88757491944e-05,4.40320727648e-05,2577,2689,False
1959,2.07374996535e-05,2.87651273538e-05,1053,851,False
1960,2.90936295642e-05,4.14280584664e-05,2596,2449,False
1961,2.08929177461e-05,2.8164458854e-05,1105,771,False
1962,2.94408509944e-05,4.14526402892e-05,2621,2452,False
1963,3.15404722642e-05,5.50096337975e-05,2760,2827,False
1964,1.68149526871e-05,2.53887646977e-05,78,325,False
1965,2.19945159188e-05,3.31593801093e-05,1388,1353,False
1966,2.19240864681e-05,3.27467787429e-05,1369,1308,False
1967,1.87780424312e-05,3.1928284443e-05,459,1216,False
1968,1.73863863893e-05,2.23220813496e-05,154,29,False
1969,3.27375855704e-05,4.36990376329e-05,2813,2667,False
1970,1.9045528461e-05,2.70427772193e-05,541,623,False
1971,2.5785080652e-05,4.22715165769e-05,2141,2555,False
1972,2.57210049313e-05,4.07623265346e-05,2131,2371,False
1973,2.49762888416e-05,4.10903412558e-05,2010,2412,False
1974,1.89167149074e-05,2.58769014181e-05,501,397,False
1975,2.96679645544e-05,4.17624796683e-05,2640,2496,False
1976,1.85951539606e-05,2.47418884101e-05,415,226,False
1977,2.82091950794e-05,4.10313004977e-05,2498,2400,False
1978,3.91390276491e-05,6.51116424706e-05,2982,2980,False
1979,1.80331444426e-05,2.7841395422e-05,275,738,False
1980,2.1105275664e-05,3.212208685e-05,1166,1238,False
1981,2.08532255783e-05,3.33367752319e-05,1093,1373,False
1982,2.07795128517e-05,3.65355663234e-05,1067,1759,False
1983,2.08444471355e-05,2.64015616267e-05,1091,495,False
1984,3.1748044421e-05,4.37534763478e-05,2771,2675,False
1985,2.01267903321e-05,2.85060214082e-05,872,818,False
1986,2.3779224648e-05,3.54322874045e-05,1804,1633,False
1987,2.26561023737e-05,3.72927752323e-05,1562,1851,False
1988,2.31488374993e-05,3.84818449675e-05,1684,2016,False
1989,1.90010232473e-05,2.63569982053e-05,527,491,False
1990,3.15037032124e-05,4.59265647805e-05,2758,2770,False
1991,1.94613367057e-05,2.42652640736e-05,651,161,False
1992,2.62283610937e-05,3.75344752683e-05,2209,1885,False
1993,3.33978496201e-05,5.89667397435e-05,2846,2899,False
1994,1.70170478668e-05,2.68445091933e-05,108,583,False
1995,2.30855803238e-05,3.76543248422e-05,1665,1905,False
1996,2.39751625486e-05,3.82182661269e-05,1836,1968,False
1997,2.31361336773e-05,3.91318208131e-05,1678,2114,False
1998,1.88547819562e-05,2.40876470343e-05,484,140,False
1999,2.92405366054e-05,3.93914560846e-05,2609,2147,False
2000,2.0327313905e-05,2.68230633083e-05,932,578,False
2001,2.8004122214e-05,4.42507480329e-05,2474,2705,False
2002,2.24164850806e-05,3.43860192515e-05,1504,1514,False
2003,1.95967895706e-05,3.26978151861e-05,697,1303,False
2004,1.69280883711e-05,2.14754199988e-05,93,15,False
2005,2.82655491901e-05,3.98306074203e-05,2503,2222,False
2006,1.78200261871e-05,2.28622375289e-05,230,53,False
2007,2.71045464615e-05,3.9978294808e-05,2349,2246,False
2008,3.91372523154e-05,6.65436600684e-05,2981,2988,False
2009,1.67269827216e-05,2.43463618972e-05,67,175,False
2010,2.09879763133e-05,3.19764803862e-05,1132,1223,False
2011,2.0927789592e-05,3.22054183926e-05,1115,1249,False
2012,1.96192813746e-05,3.4671924368e-05,699,1545,False
2013,1.76787143573e-05,2.35206116486e-05,203,95,False
2014,3.01890049741e-05,4.21427212132e-05,2678,2538,False
2015,2.55466638919e-05,3.46287888533e-05,2103,1541,False
2016,2.28382505156e-05,3.95853130613e-05,1609,2175,False
2017,2.51830388152e-05,3.94682465412e-05,2042,2162,False
2018,2.30715304497e-05,3.55594820576e-05,1663,1647,False
2019,2.06767981581e-05,2.92952481686e-05,1032,912,False
2020,2.7058284104e-05,3.89293672924e-05,2340,2076,False
2021,1.98081688723e-05,2.455667709e-05,776,201,False
2022,2.31728972722e-05,3.49325564457e-05,1688,1574,False
2023,3.24663742504e-05,5.70787196921e-05,2797,2856,False
2024,1.761198655e-05,2.74311096291e-05,191,671,False
2025,1.99399928533e-05,3.12016672979e-05,813,1137,False
2026,2.06272579817e-05,3.07931950374e-05,1013,1088,False
2027,1.88740250451e-05,3.40430306096e-05,490,1464,False
2028,1.86643028428e-05,2.45910305239e-05,435,205,False
2029,2.75776510534e-05,3.8483645767e-05,2429,2017,False
2030,2.25352268899e-05,3.01395339193e-05,1536,1000,False
2031,2.47540738201e-05,4.12441986555e-05,1973,2432,False
2032,2.254395622e-05,3.62143582606e-05,1541,1720,False
2033,2.37803124037e-05,3.87285654142e-05,1806,2047,False
2034,1.93845189642e-05,2.5910050681e-05,629,403,False
2035,2.8737285902e-05,4.02743498853e-05,2565,2294,False
2036,2.08359033422e-05,2.71127628366e-05,1087,630,False
2037,2.41461166297e-05,3.64499428542e-05,1869,1751,False
2038,3.51975977537e-05,6.16032702965e-05,2899,2940,False
2039,2.00700487767e-05,3.06373403873e-05,854,1066,False
2040,2.11664846574e-05,3.08766029775e-05,1183,1103,False
2041,2.39478977164e-05,3.61687161785e-05,1830,1715,False
2042,1.85474909813e-05,3.410647696e-05,395,1477,False
2043,1.83907050086e-05,2.41404923145e-05,351,145,False
2044,2.99297425954e-05,4.24230856879e-05,2664,2568,False
2045,1.78517329914e-05,2.61010627582e-05,234,436,False
2046,2.59463213297e-05,4.15544418502e-05,2164,2465,False
2047,2.55419654422e-05,4.17771552748e-05,2102,2499,False
2048,2.01541588467e-05,3.38092468155e-05,889,1438,False
2049,2.06683271244e-05,2.56927833107e-05,1030,373,False
2050,2.67212290055e-05,3.75962772523e-05,2284,1897,False
2051,1.60513991432e-05,2.17135329876e-05,25,17,False
2052,2.47956886597e-05,3.70621928596e-05,1983,1819,False
2053,3.90796594729e-05,6.48866553092e-05,2980,2977,False
2054,2.13517014345e-05,3.18892380164e-05,1234,1211,False
2055,2.27270047617e-05,3.39665202773e-05,1577,1454,False
2056,2.289449003e-05,3.47207133018e-05,1621,1551,False
2057,1.85097051144e-05,3.28419155267e-05,388,1318,False
2058,1.82751282409e-05,2.50980046985e-05,321,284,False
2059,2.90545813186e-05,4.12355511799e-05,2593,2430,False
2060,1.8987504518e-05,2.62657886196e-05,524,468,False
2061,2.52188820014e-05,4.17792289227e-05,2048,2500,False
2062,2.28346289077e-05,3.66502390534e-05,1606,1776,False
2063,2.42795249505e-05,3.73795810447e-05,1887,1866,False
2064,1.89468501048e-05,2.61660188698e-05,511,446,False
2065,2.60079996224e-05,3.85601524613e-05,2172,2024,False
2066,2.33430564549e-05,2.91562955681e-05,1714,890,False
2067,2.52905683737e-05,3.80893616239e-05,2061,1949,False
2068,3.49408001057e-05,5.91811149206e-05,2894,2905,False
2069,1.94974927581e-05,3.07426489599e-05,663,1080,False
2070,1.91964027181e-05,3.01627751469e-05,578,1001,False
2071,2.12695013033e-05,3.15716570185e-05,1206,1174,False
2072,2.01842030947e-05,3.46107190126e-05,899,1539,False
2073,2.16475673369e-05,2.94687688438e-05,1308,933,False
2074,3.07804075419e-05,4.43900134997e-05,2727,2715,False
2075,1.98100005946e-05,2.83747249341e-05,777,802,False
2076,2.50456905633e-05,4.11131804867e-05,2021,2415,False
2077,2.29558791034e-05,3.7620528019e-05,1637,1902,False
2078,2.44777238549e-05,3.82645084755e-05,1927,1976,False
2079,2.07547891478e-05,2.84878260572e-05,1060,817,False
2080,2.62896955974e-05,3.82135658583e-05,2218,1966,False
2081,1.82897201739e-05,2.29560137086e-05,323,60,False
2082,2.41198522417e-05,3.74219634978e-05,1865,1871,False
2083,3.69740810129e-05,6.73374379403e-05,2945,2996,False
2084,2.27142081712e-05,3.23066633428e-05,1573,1257,False
2085,1.83605316124e-05,2.94055353152e-05,341,924,False
2086,2.12347476918e-05,3.20963699778e-05,1196,1234,False
2087,2.10779508052e-05,3.394992018e-05,1153,1451,False
2088,1.89445490832e-05,2.47219668381e-05,510,223,False
2089,3.04507375404e-05,4.12860208598e-05,2693,2437,False
2090,2.18974655581e-05,3.08588132611e-05,1361,1101,False
2091,2.42170081037e-05,3.64511179214e-05,1874,1752,False
2092,2.55074137385e-05,4.01939505537e-05,2096,2280,False
2093,2.54626065725e-05,4.01356410293e-05,2089,2275,False
2094,2.24790874199e-05,2.82910605165e-05,1519,789,False
2095,2.80303120235e-05,3.89259002986e-05,2477,2075,False
2096,1.94635322259e-05,2.54353180935e-05,652,332,False
2097,2.71794433502e-05,4.08478590543e-05,2364,2380,False
2098,3.39604048349e-05,5.70725678699e-05,2861,2855,False
2099,1.67439829966e-05,2.56770526903e-05,71,371,False
2100,2.28985027206e-05,3.36365374096e-05,1624,1412,False
2101,2.26872489293e-05,3.47568457073e-05,1569,1556,False
2102,1.77254241862e-05,3.04389959638e-05,211,1038,False
2103,1.90557220776e-05,2.42416117544e-05,542,157,False
2104,3.11937255901e-05,4.60050832771e-05,2746,2773,False
2105,2.19214598474e-05,2.99744860968e-05,1368,983,False
2106,2.41998841375e-05,3.8550409954e-05,1873,2023,False
2107,2.28343706112e-05,3.69168883481e-05,1605,1810,False
2108,2.37477470364e-05,3.84312988899e-05,1795,2009,False
2109,2.02363717108e-05,2.65879716608e-05,911,532,False
2110,2.42468959186e-05,3.72511567548e-05,1877,1845,False
2111,2.26415813813e-05,2.80438398477e-05,1559,759,False
2112,2.69146876235e-05,3.81678619306e-05,2315,1957,False
2113,3.26810659317e-05,5.56328668608e-05,2809,2836,False
2114,2.12402319448e-05,3.07347472699e-05,1200,1077,False
2115,2.39928849624e-05,3.66673557437e-05,1842,1781,False
2116,2.33531918639e-05,3.44683212461e-05,1717,1519,False
2117,1.69925151567e-05,3.04604291159e-05,102,1042,False
2118,1.75269215106e-05,2.48944706982e-05,181,248,False
2119,3.27918533003e-05,4.76092900499e-05,2816,2796,False
2120,2.01515031222e-05,2.84084526356e-05,887,808,False
2121,2.84691304842e-05,4.54012770206e-05,2533,2753,False
2122,2.23276820179e-05,3.46740343957e-05,1479,1546,False
2123,2.56908133451e-05,3.99912496505e-05,2124,2251,False
2124,1.94845015358e-05,2.54409314948e-05,659,334,False
2125,3.21773150063e-05,4.4194264774e-05,2789,2699,False
2126,2.29531306104e-05,3.10257310048e-05,1636,1118,False
2127,2.78699335468e-05,4.17253031628e-05,2461,2490,False
2128,3.57446770067e-05,5.98409060331e-05,2919,2915,False
2129,1.87581299542e-05,2.77875587926e-05,454,728,False
2130,2.16981206904e-05,3.11928997689e-05,1323,1136,False
2131,2.24783652811e-05,3.29999020323e-05,1518,1336,False
2132,1.86897832464e-05,3.30209550157e-05,440,1339,False
2133,1.68111637322e-05,2.32101374422e-05,75,74,False
2134,3.08300695906e-05,4.15737340518e-05,2728,2467,False
2135,2.19258381549e-05,2.96352081932e-05,1370,949,False
2136,2.61313689407e-05,4.33885616076e-05,2192,2645,False
2137,2.36082851188e-05,3.7573845475e-05,1764,1896,False
2138,2.5648954761e-05,3.91873509216e-05,2119,2123,False
2139,1.86400920938e-05,2.39788805629e-05,428,128,False
2140,2.75171732937e-05,3.90415880247e-05,2424,2099,False
2141,2.16658263525e-05,2.77316758002e-05,1313,723,False
2142,2.44283437496e-05,3.5631328501e-05,1915,1652,False
2143,3.89086490031e-05,6.38583514956e-05,2974,2967,False
2144,1.98329962586e-05,2.92367603834e-05,785,907,False
2145,2.26879037655e-05,3.45553016814e-05,1570,1535,False
2146,2.36664236581e-05,3.78251388611e-05,1782,1926,False
2147,2.07833563763e-05,3.55344236596e-05,1068,1646,False
2148,1.71518895513e-05,2.36096002482e-05,126,101,False
2149,2.98169779853e-05,4.25774196628e-05,2652,2584,False
2150,2.22041780944e-05,3.04382519971e-05,1447,1037,False
2151,2.42536571022e-05,3.70667330571e-05,1881,1820,False
2152,2.36306223087e-05,3.87042491639e-05,1774,2044,False
2153,2.33712253248e-05,3.70031375496e-05,1720,1817,False
2154,2.10621219594e-05,2.717415191e-05,1149,643,False
2155,2.68064068223e-05,3.68234505004e-05,2299,1800,False
2156,2.14272495214e-05,2.64508053078e-05,1248,501,False
2157,2.68913063337e-05,3.93936497858e-05,2312,2149,False
2158,3.84187042073e-05,6.44511310384e-05,2967,2973,False
2159,1.84320524568e-05,2.82305081782e-05,363,780,False
2160,2.22769540414e-05,3.48449939338e-05,1465,1565,False
2161,2.10213602259e-05,3.24553257087e-05,1139,1277,False
2162,1.82532421604e-05,3.06516194541e-05,317,1068,False
2163,1.62402975548e-05,2.09095251194e-05,33,11,False
2164,2.69558422588e-05,4.0482802433e-05,2322,2326,False
2165,1.97061435756e-05,2.6902249374e-05,730,600,False
2166,2.69785814453e-05,4.15086215071e-05,2330,2460,False
2167,2.37713429669e-05,3.85849089071e-05,1802,2028,False
2168,2.25879739446e-05,3.7677011278e-05,1549,1907,False
2169,2.0726602088e-05,2.62708399532e-05,1049,469,False
2170,3.0510202123e-05,4.42279997515e-05,2704,2702,False
2171,1.8883989469e-05,2.52903228102e-05,492,308,False
2172,2.71184435405e-05,3.83335900551e-05,2351,1985,False
2173,3.22784035234e-05,5.5389758927e-05,2793,2833,False
2174,1.77891070052e-05,2.65704147751e-05,224,528,False
2175,2.2104677555e-05,3.26838780893e-05,1420,1301,False
2176,2.27507025556e-05,3.40573205904e-05,1581,1467,False
2177,1.77060137503e-05,3.41521481459e-05,206,1481,False
2178,1.98131092475e-05,2.68384137598e-05,778,580,False
2179,3.26500703522e-05,4.46263802587e-05,2808,2728,False
2180,1.77412293851e-05,2.47678108281e-05,213,230,False
2181,2.58215568465e-05,3.95528295485e-05,2146,2171,False
2182,2.35022816923e-05,3.75663621526e-05,1745,1893,False
2183,2.12768845813e-05,3.41782761097e-05,1208,1488,False
2184,1.76911162271e-05,2.31595113291e-05,204,71,False
2185,2.69636875601e-05,3.78044787794e-05,2325,1924,False
2186,1.79791240953e-05,2.34371746046e-05,262,90,False
2187,2.62245648628e-05,3.71381793229e-05,2208,1833,False
2188,3.56575365004e-05,5.73157594772e-05,2913,2862,False
2189,1.71867086465e-05,2.69866013696e-05,134,612,False
2190,2.12388022192e-05,3.1543597288e-05,1199,1171,False
2191,2.08282908716e-05,3.01371401292e-05,1084,999,False
2192,1.89327165572e-05,3.41692684742e-05,507,1485,False
2193,1.99356491066e-05,2.62372013822e-05,810,462,False
2194,3.06366528093e-05,4.25600810559e-05,2717,2582,False
2195,1.9083299776e-05,2.5095683668e-05,549,283,False
2196,2.30475307035e-05,3.70067318727e-05,1659,1818,False
2197,2.31931171584e-05,3.71968453692e-05,1695,1840,False
2198,2.45039282163e-05,4.02467339882e-05,1933,2288,False
2199,2.01895109058e-05,2.80330023088e-05,901,757,False
2200,2.60216802417e-05,3.73562143068e-05,2174,1858,False
2201,2.3929595045e-05,3.06059228024e-05,1827,1061,False
2202,2.84746329271e-05,4.21268341597e-05,2535,2534,False
2203,3.98098491132e-05,6.6932712798e-05,2992,2991,False
2204,2.08851452044e-05,3.06170331896e-05,1100,1064,False
2205,1.88358026207e-05,2.89634026558e-05,476,869,False
2206,1.97606259462e-05,3.01842937915e-05,755,1005,False
2207,1.79931012099e-05,3.02565531456e-05,267,1011,False
2208,1.78006939677e-05,2.4887975087e-05,226,245,False
2209,2.4954408218e-05,3.56745076715e-05,2005,1658,False
2210,1.9804094336e-05,2.99791718135e-05,775,985,False
2211,2.45158043981e-05,4.10321554227e-05,1935,2401,False
2212,2.46482049988e-05,3.99278360419e-05,1957,2236,False
2213,2.23641218327e-05,3.97813746531e-05,1492,2206,False
2214,1.79824801307e-05,2.63342062681e-05,264,486,False
2215,3.01795626001e-05,4.36061964137e-05,2677,2661,False
2216,2.06644344871e-05,2.77262824966e-05,1028,721,False
2217,2.50171506195e-05,3.94933267671e-05,2018,2168,False
2218,3.62111786671e-05,6.20141800027e-05,2932,2942,False
2219,1.65943238244e-05,2.40235713136e-05,58,134,False
2220,1.99691949092e-05,2.9948520023e-05,820,978,False
2221,2.06261156563e-05,3.08897579089e-05,1012,1104,False
2222,1.99202040676e-05,3.36073499057e-05,808,1408,False
2223,2.01564616873e-05,2.61594595941e-05,890,444,False
2224,2.91525648208e-05,4.27139129897e-05,2599,2599,False
2225,2.06256900128e-05,2.72510133073e-05,1011,650,False
2226,2.63737401838e-05,4.26286460424e-05,2234,2589,False
2227,2.62669473159e-05,4.23417586717e-05,2213,2561,False
2228,2.17131910176e-05,3.67200846085e-05,1326,1788,False
2229,2.17538672587e-05,3.16044206556e-05,1335,1178,False
2230,2.8513963116e-05,4.04083184549e-05,2543,2313,False
2231,2.3078506274e-05,2.79771320493e-05,1664,752,False
2232,2.83853423753e-05,3.96687137254e-05,2524,2186,False
2233,3.57146927854e-05,6.05508357694e-05,2918,2925,False
2234,1.80227871169e-05,2.81668781099e-05,272,772,False
2235,2.14752490137e-05,3.40272235917e-05,1254,1462,False
2236,2.36116629821e-05,3.89851084037e-05,1766,2091,False
2237,1.78780173883e-05,3.22290688928e-05,238,1252,False
2238,2.01574948733e-05,2.53094203799e-05,891,313,False
2239,3.12477641273e-05,4.43355711468e-05,2747,2713,False
2240,1.94754702534e-05,2.50879293162e-05,658,282,False
2241,2.60446377069e-05,4.00744720537e-05,2179,2267,False
2242,2.25638541451e-05,3.6653742427e-05,1543,1778,False
2243,2.55867107626e-05,3.99512282456e-05,2111,2238,False
2244,2.22410872084e-05,2.73480582109e-05,1457,663,False
2245,2.54209680861e-05,3.69813569705e-05,2077,1815,False
2246,1.96800319827e-05,2.50217744906e-05,724,269,False
2247,2.67860777967e-05,3.91448666051e-05,2297,2118,False
2248,3.054589979e-05,5.62681016163e-05,2708,2844,False
2249,2.11630958802e-05,3.276409916e-05,1181,1309,False
2250,2.17097604036e-05,3.33674179274e-05,1324,1381,False
2251,2.33382997976e-05,3.44830295944e-05,1710,1523,False
2252,1.70837847691e-05,3.23158528772e-05,118,1260,False
2253,2.29622110055e-05,2.99283128697e-05,1639,976,False
2254,2.84740635834e-05,4.02552213927e-05,2534,2289,False
2255,2.00012491405e-05,2.63086894847e-05,830,477,False
2256,2.56979164988e-05,4.17663395638e-05,2127,2498,False
2257,2.36434898397e-05,3.66379790648e-05,1775,1775,False
2258,2.10418475035e-05,3.35017903126e-05,1144,1396,False
2259,1.96814198716e-05,2.67722771241e-05,726,563,False
2260,2.83307163045e-05,4.31368898717e-05,2512,2630,False
